Name,Price,Description,Stock,Categories,Tags
Lunatone,£177.00,"Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear.",91 in stock,"['Meteorite', 'Pokemon']","['Levitate', 'lunatone', 'Meteorite']"
Solrock,£57.00,Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.,91 in stock,"['Meteorite', 'Pokemon']","['Levitate', 'Meteorite', 'solrock']"
Whiscash,£179.00,"If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.",266 in stock,"['Pokemon', 'Whiskers']","['Oblivious', 'whiscash', 'Whiskers']"
Corphish,£178.00,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.,62 in stock,"['Pokemon', 'Ruffian']","['corphish', 'Ruffian', 'Shell Armor']"
Crawdaunt,£173.00,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes.",21 in stock,"['Pokemon', 'Rogue']","['crawdaunt', 'Rogue', 'Shell Armor']"
Baltoy,£167.00,"As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot.",159 in stock,"['Clay Doll', 'Pokemon']","['baltoy', 'Clay Doll', 'Levitate']"
Claydol,£197.00,"Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands.",128 in stock,"['Clay Doll', 'Pokemon']","['Clay Doll', 'claydol', 'Levitate']"
Lileep,£87.00,"Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.",268 in stock,"['Pokemon', 'Sea Lily']","['lileep', 'Sea Lily', 'Suction Cups']"
Cradily,£154.00,"Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.",183 in stock,"['Barnacle', 'Pokemon']","['Barnacle', 'cradily', 'Suction Cups']"
Anorith,£64.00,"Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings.",222 in stock,"['Old Shrimp', 'Pokemon']","['anorith', 'Battle Armor', 'Old Shrimp']"
Armaldo,£42.00,"Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land.",78 in stock,"['Plate', 'Pokemon']","['armaldo', 'Battle Armor', 'Plate']"
Feebas,£194.00,"While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch.",146 in stock,"['Fish', 'Pokemon']","['feebas', 'Fish', 'Oblivious']"
Milotic,£152.00,"Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts.",79 in stock,"['Pokemon', 'Tender']","['Marvel Scale', 'milotic', 'Tender']"
Castform,£119.00,"Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather.",131 in stock,"['Pokemon', 'Weather']","['castform', 'Forecast', 'Weather']"
Kecleon,£100.00,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target.",53 in stock,"['Color Swap', 'Pokemon']","['Color Change', 'Color Swap', 'kecleon']"
Shuppet,£174.00,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people.",138 in stock,"['Pokemon', 'Puppet']","['Insomnia', 'Puppet', 'shuppet']"
Banette,£104.00,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.",233 in stock,"['Marionette', 'Pokemon']","['banette', 'Insomnia', 'Marionette']"
Duskull,£139.00,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,75 in stock,"['Pokemon', 'Requiem']","['duskull', 'Levitate', 'Requiem']"
Dusclops,£39.00,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.",82 in stock,"['Beckon', 'Pokemon']","['Beckon', 'dusclops', 'Pressure']"
Tropius,£196.00,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,66 in stock,"['Fruit', 'Pokemon']","['Chlorophyll', 'fruit', 'tropius']"
Chimecho,£51.00,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.",43 in stock,"['Pokemon', 'Wind Chime']","['chimecho', 'Levitate', 'Wind Chime']"
Absol,£134.00,"Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains.",59 in stock,"['Disaster', 'Pokemon']","['absol', 'Disaster', 'Pressure']"
Wynaut,£168.00,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.",155 in stock,"['Bright', 'Pokemon']","['Bright', 'Shadow Tag', 'wynaut']"
Snorunt,£82.00,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,80 in stock,"['Pokemon', 'Snow Hat']","['Inner Focus', 'snorunt', 'Snow Hat']"
Glalie,£178.00,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.",14 in stock,"['Face', 'Pokemon']","['Face', 'glalie', 'Inner Focus']"
Spheal,£193.00,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.",170 in stock,"['Clap', 'Pokemon']","['Clap', 'spheal', 'Thick Fat']"
Sealeo,£160.00,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not.",171 in stock,"['Ball Roll', 'Pokemon']","['Ball Roll', 'sealeo', 'Thick Fat']"
Walrein,£27.00,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",226 in stock,"['Ice Break', 'Pokemon']","['Ice Break', 'Thick Fat', 'walrein']"
Clamperl,£48.00,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.",139 in stock,"['Bivalve', 'Pokemon']","['Bivalve', 'clamperl', 'Shell Armor']"
Huntail,£52.00,"Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.",54 in stock,"['Deep Sea', 'Pokemon']","['Deep Sea', 'huntail', 'Swift Swim']"
Gorebyss,£150.00,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.",165 in stock,"['Pokemon', 'South Sea']","['gorebyss', 'South Sea', 'Swift Swim']"
Relicanth,£157.00,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,14 in stock,"['Longevity', 'Pokemon']","['Longevity', 'relicanth', 'Rock Head']"
Luvdisc,£44.00,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,190 in stock,"['Pokemon', 'Rendezvous']","['luvdisc', 'Rendezvous', 'Swift Swim']"
Bagon,£34.00,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.",232 in stock,"['Pokemon', 'Rock Head']","['bagon', 'Rock Head']"
Shelgon,£56.00,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.",76 in stock,"['Endurance', 'Pokemon']","['Endurance', 'Rock Head', 'shelgon']"
Salamence,£62.00,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.",242 in stock,"['Dragon', 'Pokemon']","['Dragon', 'Intimidate', 'salamence']"
Beldum,£122.00,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.",93 in stock,"['Iron Ball', 'Pokemon']","['beldum', 'Clear Body', 'Iron Ball']"
Metang,£78.00,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.",227 in stock,"['Iron Claw', 'Pokemon']","['Clear Body', 'Iron Claw', 'metang']"
Metagross,£170.00,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.",177 in stock,"['Iron Leg', 'Pokemon']","['Clear Body', 'Iron Leg', 'metagross']"
Regirock,£66.00,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",65 in stock,"['Pokemon', 'Rock Peak']","['Clear Body', 'regirock', 'Rock Peak']"
Regice,£165.00,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",107 in stock,"['Iceberg', 'Pokemon']","['Clear Body', 'Iceberg', 'regice']"
Registeel,£196.00,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,67 in stock,"['Iron', 'Pokemon']","['Clear Body', 'Iron', 'registeel']"
Latias,£126.00,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,245 in stock,"['Eon', 'Pokemon']","['Eon', 'latias', 'Levitate']"
Latios,£166.00,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,197 in stock,"['Eon', 'Pokemon']","['Eon', 'latios', 'Levitate']"
Kyogre,£27.00,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",136 in stock,"['Pokemon', 'Sea Basin']","['Drizzle', 'kyogre', 'Sea Basin']"
Groudon,£124.00,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",138 in stock,"['Continent', 'Pokemon']","['Continent', 'Drought', 'groudon']"
Rayquaza,£97.00,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",31 in stock,"['Pokemon', 'Sky High']","['Air Lock', 'rayquaza', 'Sky High']"
Jirachi,£111.00,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,294 in stock,"['Pokemon', 'Wish']","['jirachi', 'Serene Grace', 'Wish']"
Turtwig,£101.00,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",254 in stock,"['Pokemon', 'Tiny Leaf']","['Overgrow', 'Tiny Leaf', 'turtwig']"
Grotle,£154.00,It knows where pure water wells up. It carries fellow Pokémon there on its back.,187 in stock,"['Grove', 'Pokemon']","['grotle', 'Grove', 'Overgrow']"
Torterra,£87.00,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,146 in stock,"['Continent', 'Pokemon']","['Continent', 'Overgrow', 'torterra']"
Chimchar,£143.00,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,242 in stock,"['Chimp', 'Pokemon']","['Blaze', 'chimchar', 'Chimp']"
Monferno,£68.00,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,299 in stock,"['Playful', 'Pokemon']","['Blaze', 'monferno', 'Playful']"
Infernape,£165.00,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,82 in stock,"['Flame', 'Pokemon']","['Blaze', 'Flame', 'infernape']"
Prinplup,£177.00,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,52 in stock,"['Penguin', 'Pokemon']","['Penguin', 'prinplup', 'Torrent']"
Empoleon,£42.00,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,232 in stock,"['Emperor', 'Pokemon']","['Emperor', 'empoleon', 'Torrent']"
Starly,£59.00,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",110 in stock,"['Pokemon', 'Starling']","['Keen Eye', 'Starling', 'starly']"
Staravia,£158.00,It lives in forests and fields. Squabbles over territory occur when flocks collide.,263 in stock,"['Pokemon', 'Starling']","['Intimidate', 'staravia', 'Starling']"
Staraptor,£42.00,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",131 in stock,"['Pokemon', 'Predator']","['Intimidate', 'Predator', 'staraptor']"
Bidoof,£128.00,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,264 in stock,"['Plump Mouse', 'Pokemon']","['bidoof', 'Plump Mouse', 'Simple']"
Bibarel,£114.00,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,156 in stock,"['Beaver', 'Pokemon']","['Beaver', 'bibarel', 'Simple']"
Kricketot,£94.00,"When its antennae hit each other, it sounds like the music of a xylophone.",137 in stock,"['Cricket', 'Pokemon']","['Cricket', 'kricketot', 'Shed Skin']"
Kricketune,£53.00,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,186 in stock,"['Cricket', 'Pokemon']","['Cricket', 'kricketune', 'Swarm']"
Shinx,£149.00,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,295 in stock,"['Flash', 'Pokemon']","['Flash', 'Intimidate', 'shinx']"
Luxio,£168.00,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,222 in stock,"['Pokemon', 'Spark']","['Intimidate', 'luxio', 'Spark']"
Luxray,£43.00,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,227 in stock,"['Gleam Eyes', 'Pokemon']","['Gleam Eyes', 'Intimidate', 'luxray']"
Budew,£171.00,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",62 in stock,"['Bud', 'Pokemon']","['Bud', 'budew', 'Poison Point']"
Roserade,£155.00,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",116 in stock,"['Bouquet', 'Pokemon']","['Bouquet', 'Poison Point', 'roserade']"
Cranidos,£47.00,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",98 in stock,"['Head Butt', 'Pokemon']","['cranidos', 'Head Butt', 'Mold Breaker']"
Rampardos,£196.00,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,91 in stock,"['Head Butt', 'Pokemon']","['Head Butt', 'Mold Breaker', 'rampardos']"
Shieldon,£42.00,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,284 in stock,"['Pokemon', 'Shield']","['Shield', 'shieldon', 'Sturdy']"
Bastiodon,£191.00,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,14 in stock,"['Pokemon', 'Shield']","['bastiodon', 'Shield', 'Sturdy']"
Burmy,£91.00,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",266 in stock,"['Bagworm', 'Pokemon']","['Bagworm', 'burmy', 'Shed Skin']"
Mothim,£177.00,It flutters around at night and steals honey from the Combee hive.,151 in stock,"['Moth', 'Pokemon']","['Moth', 'mothim', 'Swarm']"
Combee,£111.00,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",254 in stock,"['Pokemon', 'Tiny Bee']","['combee', 'Honey Gather', 'Tiny Bee']"
Vespiquen,£104.00,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,123 in stock,"['Beehive', 'Pokemon']","['Beehive', 'Pressure', 'vespiquen']"
Pachirisu,£151.00,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,86 in stock,"['EleSquirrel', 'Pokemon']","['EleSquirrel', 'pachirisu', 'Run Away']"
Buizel,£55.00,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,62 in stock,"['Pokemon', 'Sea Weasel']","['buizel', 'Sea Weasel', 'Swift Swim']"
Floatzel,£40.00,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,116 in stock,"['Pokemon', 'Sea Weasel']","['floatzel', 'Sea Weasel', 'Swift Swim']"
Cherubi,£101.00,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,127 in stock,"['Cherry', 'Pokemon']","['Cherry', 'cherubi', 'Chlorophyll']"
Cherrim,£161.00,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",143 in stock,"['Blossom', 'Pokemon']","['Blossom', 'cherrim', 'Flower Gift']"
Shellos,£163.00,"Its shape and coloration vary, depending on its habitat.",149 in stock,"['Pokemon', 'Sea Slug']","['Sea Slug', 'shellos', 'Sticky Hold']"
Gastrodon,£148.00,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,119 in stock,"['Pokemon', 'Sea Slug']","['gastrodon', 'Sea Slug', 'Sticky Hold']"
Ambipom,£36.00,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",247 in stock,"['Long Tail', 'Pokemon']","['ambipom', 'Long Tail', 'Pickup']"
Drifloon,£70.00,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,84 in stock,"['Balloon', 'Pokemon']","['Aftermath', 'Balloon', 'drifloon']"
Drifblim,£36.00,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",233 in stock,"['Blimp', 'Pokemon']","['Aftermath', 'Blimp', 'drifblim']"
Buneary,£180.00,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",204 in stock,"['Pokemon', 'Rabbit']","['buneary', 'Rabbit', 'Run Away']"
Lopunny,£123.00,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",85 in stock,"['Pokemon', 'Rabbit']","['Cute Charm', 'lopunny', 'Rabbit']"
Mismagius,£38.00,Its cries sound like incantations to torment the foe. It appears where you least expect it.,215 in stock,"['Magical', 'Pokemon']","['Levitate', 'Magical', 'mismagius']"
Honchkrow,£47.00,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.",56 in stock,"['Big Boss', 'Pokemon']","['Big Boss', 'honchkrow', 'Insomnia']"
Glameow,£39.00,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",96 in stock,"['Catty', 'Pokemon']","['Catty', 'glameow', 'Limber']"
Purugly,£128.00,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",158 in stock,"['Pokemon', 'Tiger Cat']","['Own Tempo', 'purugly', 'Tiger Cat']"
Stunky,£106.00,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,12 in stock,"['Pokemon', 'Skunk']","['Skunk', 'Stench', 'stunky']"
Skuntank,£112.00,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,56 in stock,"['Pokemon', 'Skunk']","['Skunk', 'skuntank', 'Stench']"
Bronzong,£110.00,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,191 in stock,"['Bronze Bell', 'Pokemon']","['Bronze Bell', 'bronzong', 'Levitate']"
Bonsly,£106.00,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,273 in stock,"['Bonsai', 'Pokemon']","['Bonsai', 'bonsly', 'Rock Head']"
Mime-jr,£170.00,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",188 in stock,"['Mime', 'Pokemon']","['Mime', 'mime-jr', 'Soundproof']"
Happiny,£67.00,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",270 in stock,"['Playhouse', 'Pokemon']","['happiny', 'Natural Cure', 'Playhouse']"
Chatot,£78.00,"It can learn and speak human words. If they gather, they all learn the same saying.",261 in stock,"['Music Note', 'Pokemon']","['chatot', 'Keen Eye', 'Music Note']"
Spiritomb,£165.00,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,51 in stock,"['Forbidden', 'Pokemon']","['Forbidden', 'Pressure', 'spiritomb']"
Gible,£194.00,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",178 in stock,"['Land Shark', 'Pokemon']","['gible', 'Land Shark', 'Sand Veil']"
Gabite,£154.00,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",128 in stock,"['Cave', 'Pokemon']","['Cave', 'gabite', 'Sand Veil']"
Garchomp,£62.00,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,65 in stock,"['Mach', 'Pokemon']","['garchomp', 'Mach', 'Sand Veil']"
Munchlax,£190.00,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,239 in stock,"['Big Eater', 'Pokemon']","['Big Eater', 'munchlax', 'Pickup']"
Riolu,£70.00,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,86 in stock,"['Emanation', 'Pokemon']","['Emanation', 'Inner Focus', 'riolu']"
Lucario,£102.00,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.",24 in stock,"['Aura', 'Pokemon']","['Aura', 'Inner Focus', 'lucario']"
Hippopotas,£189.00,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,231 in stock,"['Hippo', 'Pokemon']","['Hippo', 'hippopotas', 'Sand Stream']"
Hippowdon,£140.00,It blasts internally stored sand from ports on its body to create a towering twister for attack.,273 in stock,"['Heavyweight', 'Pokemon']","['Heavyweight', 'hippowdon', 'Sand Stream']"
Skorupi,£51.00,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,42 in stock,"['Pokemon', 'Scorpion']","['Scorpion', 'skorupi', 'Sniper']"
Drapion,£72.00,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,273 in stock,"['Ogre Scorpion', 'Pokemon']","['drapion', 'Ogre Scorpion', 'Sniper']"
Croagunk,£145.00,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",207 in stock,"['Pokemon', 'Toxic Mouth']","['croagunk', 'Dry Skin', 'Toxic Mouth']"
Toxicroak,£145.00,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,108 in stock,"['Pokemon', 'Toxic Mouth']","['Dry Skin', 'Toxic Mouth', 'toxicroak']"
Carnivine,£60.00,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,245 in stock,"['Bug Catcher', 'Pokemon']","['Bug Catcher', 'carnivine', 'Levitate']"
Finneon,£172.00,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",66 in stock,"['Pokemon', 'Wing Fish']","['finneon', 'Swift Swim', 'Wing Fish']"
Lumineon,£72.00,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",76 in stock,"['Neon', 'Pokemon']","['lumineon', 'Neon', 'Swift Swim']"
Mantyke,£121.00,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",117 in stock,"['Kite', 'Pokemon']","['Kite', 'mantyke', 'Water Absorb']"
Snover,£104.00,"In the spring, it grows berries with the texture of frozen treats around its belly.",143 in stock,"['Frost Tree', 'Pokemon']","['Frost Tree', 'snover', 'Snow Warning']"
Abomasnow,£46.00,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,61 in stock,"['Frost Tree', 'Pokemon']","['abomasnow', 'Frost Tree', 'Snow Warning']"
Magnezone,£190.00,It evolved from exposure to a special magnetic field. Three units generate magnetism.,108 in stock,"['Magnet Area', 'Pokemon']","['Magnet Area', 'magnezone', 'Sturdy']"
Lickilicky,£101.00,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,125 in stock,"['Licking', 'Pokemon']","['lickilicky', 'Licking', 'Oblivious']"
Rhyperior,£79.00,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,161 in stock,"['Drill', 'Pokemon']","['Drill', 'Lightning Rod', 'rhyperior']"
Tangrowth,£108.00,"Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",136 in stock,"['Pokemon', 'Vine']","['Chlorophyll', 'tangrowth', 'Vine']"
Electivire,£61.00,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",155 in stock,"['Pokemon', 'Thunderbolt']","['electivire', 'Motor Drive', 'Thunderbolt']"
Magmortar,£200.00,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",149 in stock,"['Blast', 'Pokemon']","['Blast', 'Flame Body', 'magmortar']"
Togekiss,£158.00,It shares many blessings with people who respect one another’s rights and avoid needless strife.,208 in stock,"['Jubilee', 'Pokemon']","['Jubilee', 'Serene Grace', 'togekiss']"
Yanmega,£121.00,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,35 in stock,"['Ogre Darner', 'Pokemon']","['Ogre Darner', 'Tinted Lens', 'yanmega']"
Leafeon,£93.00,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",295 in stock,"['Pokemon', 'Verdant']","['Leaf Guard', 'leafeon', 'Verdant']"
Glaceon,£142.00,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,27 in stock,"['Fresh Snow', 'Pokemon']","['Fresh Snow', 'glaceon', 'Snow Cloak']"
Gliscor,£28.00,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,60 in stock,"['Fang Scorpion', 'Pokemon']","['Fang Scorpion', 'gliscor', 'Sand Veil']"
Mamoswine,£104.00,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,284 in stock,"['Pokemon', 'Twin Tusk']","['mamoswine', 'Oblivious', 'Twin Tusk']"
Gallade,£149.00,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",271 in stock,"['Blade', 'Pokemon']","['Blade', 'gallade', 'Steadfast']"
Probopass,£181.00,It freely controls three small units called Mini-Noses using magnetic force.,141 in stock,"['Compass', 'Pokemon']","['Compass', 'probopass', 'Sturdy']"
Dusknoir,£158.00,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,171 in stock,"['Gripper', 'Pokemon']","['dusknoir', 'Gripper', 'Pressure']"
Froslass,£86.00,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,67 in stock,"['Pokemon', 'Snow Land']","['froslass', 'Snow Cloak', 'Snow Land']"
Rotom,£42.00,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,208 in stock,"['Plasma', 'Pokemon']","['Levitate', 'Plasma', 'rotom']"
Uxie,£200.00,It is said that its emergence gave humans the intelligence to improve their quality of life.,138 in stock,"['Knowledge', 'Pokemon']","['Knowledge', 'Levitate', 'uxie']"
Mesprit,£25.00,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,152 in stock,"['Emotion', 'Pokemon']","['Emotion', 'Levitate', 'mesprit']"
Azelf,£32.00,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",233 in stock,"['Pokemon', 'Willpower']","['azelf', 'Levitate', 'Willpower']"
Dialga,£179.00,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,104 in stock,"['Pokemon', 'Temporal']","['dialga', 'Pressure', 'Temporal']"
